name,role,skin_type,power_level,weight,height,age,eye_color,gender,hair_color,speed,universe,body_type,job,battle_iq,species,ranking,intelligence,abilities,training_time,special_attack,secret_code,win_prob
Savage Plaguebringer,Villain,Luminescent,5418.0,104,193.0,87.0,,,Silver,1152.0,DC,Giant,Saviors,994.0,Alien,3720.0,921.0,Flying,3431.0,Fireburst Cannon,,0.42
Sinister Dark Mage,Villain,Scaly,10470.0,,238.0,148.0,Blue,0.0,Purple,,DC,Normal,Drunken,1223.0,Alien,2207.0,,Time Manipulation,6528.0,Fire Fist,,0.37
The Music Meister,Villain,Stone,6645.0,62,150.0,74.0,Red,,Fire-like,1382.0,DC Comics,Regular,Arcanist,1320.0,,4868.0,1200.0,Super Speed,,Grass blade,,0.67
Killer Moth,Villain,Wooden,14899.0,109,224.0,108.0,,0.0,White,942.0,DC,Athletic,Demon Lord,706.0,Saiyan,4798.0,693.0,Flying,7280.0,Eternal Firewave,11010.0,0.62
Neon-Dark Netherbyte,Villain,Draconish,8427.0,50,220.0,22.0,White,1.0,Purple,4564.0,DC,Athletic,Saviors,1204.0,Alien,48.0,1095.0,Time Manipulation,4213.0,Grass Surge,10101.0,0.79
Glitched Shadowmind,VillaIn,Wooden,14322.0,58,137.0,140.0,,2.0,Pink,746.0,DC Comics,Normal,God,1023.0,Human,2699.0,948.0,Super Speed,7420.0,Grass Tempest,11010.0,0.79
Black Adam,VIllain,Draconish,14975.0,,209.0,148.0,White,1.0,Gold,694.0,DC,Fat,Captain,1260.0,Undead,360.0,1146.0,Super Speed,8989.0,Grass blade,,0.71
The Abomination,Villain,Steel,1889.0,99,201.0,121.0,Black,2.0,Black,860.0,DC,Muscular,Scientist,949.0,Kryptonian,3712.0,896.0,Time Manipulation,779.0,Electric Storm,,0.59
The Wrecker,Villain,Wooden,3769.0,101,183.0,57.0,Pink,0.0,Fire-like,,DC Comics,Giant,Thief,1312.0,Kryptonian,2662.0,,Flying,2892.0,Fireburst Cannon,,0.67
Neon-Dark Null-Code,Villain,Draconish,8377.0,127,188.0,104.0,,0.0,Purple,1006.0,DC Comics,Athletic,Leader,1213.0,Alien,4663.0,1103.0,Flying,5534.0,Water Gun,,0.73
Taskmaster,Villain,Scaly,5377.0,95,186.0,111.0,Blue,1.0,Brown,960.0,DC Comics,Muscular,Warrior,890.0,Saiyan,1060.0,840.0,Time Manipulation,3306.0,Water Vortex,10001.0,0.53
Ominous Doombringer,VIllain,Luminescent,4813.0,50,179.0,40.0,Glowing,1.0,Brown,2522.0,DC Comics,Regular,Saviors,903.0,Undead,1732.0,852.0,Teleportation,2902.0,Electric Nova,11111.0,0.66
Savage Demonspawn,VillaIn,Transparent,4787.0,94,169.0,128.0,Yellow,1.0,White,848.0,DC Comics,Muscular,Leader,671.0,Alien,399.0,658.0,Mind Reading,3718.0,Grass blade,10111.0,0.44
Anomalous Overlord,Villain,Normal,,68,142.0,66.0,,2.0,Brown,,DC,Slim,Cult Leader,890.0,Undead,2318.0,840.0,Super Speed,21.0,Eternal Firewave,10000.0,0.38
Proxima Midnight,VIllain,Normal,2507.0,100,199.0,103.0,Brown,,Brown,977.0,DC Comics,Muscular,Hero,917.0,Alien,2648.0,866.0,Super Strength,1500.0,Grass Tempest,10000.0,0.31
Wicked Demonspawn,Villain,Draconish,11282.0,132,218.0,102.0,White,1.0,None,1022.0,DC Comics,Normal,Drunken,1134.0,Alien,455.0,,Super Speed,9034.0,Eternal Firewave,10101.0,0.59
Virus Neuro-Lancer,VIllain,Stone,14592.0,59,176.0,54.0,Red,2.0,Fire-like,1866.0,DC Comics,Regular,Drunken,1320.0,Undead,580.0,1200.0,Teleportation,9952.0,Grass Tempest,10010.0,0.81
Shogo Makishima,Villain,Stone,6166.0,127,196.0,88.0,Red,0.0,Gold,1217.0,DC Comics,Giant,Scientist,1246.0,Kryptonian,4483.0,1133.0,Super Speed,3641.0,Grass Surge,,0.55
Malevolent Demonspawn,VIllain,Metallic,6897.0,,153.0,148.0,Green,2.0,Purple,703.0,DC,Muscular,Thief,1222.0,Saiyan,4934.0,1111.0,Mind Reading,5212.0,Fireburst Cannon,,0.45
Glitched Overlord,Villain,Metallic,,68,173.0,46.0,Green,2.0,Bald,2435.0,DC Comics,Giant,Drunken,543.0,Saiyan,3125.0,543.0,Mind Reading,191.0,Electric Nova,10011.0,0.57
Sabretooth,Villain,Transparent,12263.0,77,176.0,75.0,,0.0,None,,DC,Athletic,Warrior,1147.0,Saiyan,759.0,1043.0,Mind Reading,8587.0,Water Vortex,10111.0,0.7
Shadowy Demonspawn,Villain,Steel,11092.0,60,170.0,42.0,,0.0,Silver,2456.0,DC,Regular,Cult Leader,954.0,Undead,3268.0,,Teleportation,7174.0,Grass blade,11000.0,0.73
Hush,VIllain,Luminescent,9206.0,594,824.0,40.0,Glowing,,Silver,,DC Comics,Giant,Brewer,925.0,Giant,2091.0,873.0,Super Strength,5114.0,Electric Storm,,0.71
Pain,VillaIn,Normal,7612.0,91,140.0,80.0,Brown,2.0,Bald,,DC,Muscular,Thief,569.0,Saiyan,1459.0,569.0,Super Strength,4662.0,Grass blade,10000.0,0.44
Doomsday,Villain,Steel,7543.0,71,177.0,82.0,Black,,Black,1237.0,DC Comics,Athletic,Scientist,986.0,Saiyan,1967.0,913.0,Flying,4326.0,Grass Tempest,,0.61
Devastation,Villain,Stone,16116.0,,196.0,141.0,Red,2.0,Purple,743.0,DC Comics,Muscular,Arcanist,1203.0,Kryptonian,3268.0,1094.0,Flying,9065.0,Water Fury,,0.82
Anomalous Shadowmind,VIllain,Steel,7009.0,700,860.0,71.0,Black,2.0,Blonde,,DC Comics,Giant,God,97.0,Giant,731.0,106.0,Time Manipulation,4335.0,Fire Fist,11000.0,0.53
Corrupt Dataphage,Villain,Steel,7939.0,82,172.0,126.0,Black,2.0,Gold,981.0,DC Comics,Normal,Saviors,1291.0,Human,665.0,1174.0,Super Speed,4259.0,Water Fury,11000.0,0.78
The Joker,Villain,Steel,14556.0,67,192.0,107.0,Black,0.0,White,947.0,DC Comics,Regular,Arcanist,743.0,Human,169.0,715.0,Time Manipulation,8281.0,Fire Fist,11000.0,0.53
Dr. Genus,Villain,Draconish,12681.0,71,164.0,74.0,White,2.0,Silver,,DC,Slim,Mage,950.0,Human,1706.0,897.0,Super Strength,8648.0,Fire Fist,,0.69
Hacked Virus,Villain,Stone,16508.0,550,784.0,65.0,Red,2.0,None,1578.0,DC Comics,Giant,Hero,1129.0,Giant,1335.0,1027.0,Mind Reading,9196.0,Water Fury,10010.0,0.91
Dark Plaguebringer,Villain,Draconish,8729.0,92,188.0,51.0,White,1.0,White,1997.0,DC,Athletic,Scientist,761.0,Kryptonian,3183.0,732.0,Time Manipulation,5494.0,Eternal Firewave,10101.0,0.66
Kraven the Hunter,Villain,Normal,17640.0,93,180.0,74.0,Brown,2.0,Brown,1367.0,DC,Muscular,Brewer,894.0,Saiyan,3297.0,844.0,Super Strength,8536.0,Fire Fist,10000.0,0.53
Toguro,VillaIn,Wooden,4560.0,98,203.0,115.0,Pink,2.0,Gold,887.0,DC,Muscular,Assassin,1250.0,Saiyan,2335.0,1137.0,Super Speed,2711.0,Eternal Firewave,11010.0,0.64
Wicked Lich,Villain,Scaly,11366.0,118,155.0,55.0,Blue,0.0,None,,DC,Athletic,Cult Leader,1191.0,Kryptonian,1263.0,1083.0,Super Speed,,Fireburst Cannon,,0.5
Glitched Glitch,VillaIn,Draconish,11275.0,395,846.0,129.0,White,1.0,None,849.0,DC,Giant,Assassin,1168.0,Giant,988.0,1062.0,Time Manipulation,6273.0,Grass Surge,10101.0,0.67
Corrupt Neuro-Lancer,Villain,Transparent,13138.0,50,155.0,125.0,,1.0,Fire-like,852.0,DC,Slim,Scientist,1320.0,Undead,2446.0,1200.0,Flying,6284.0,Water Vortex,,0.7
Big Mom,VIllain,Normal,14102.0,506,709.0,77.0,,0.0,Fire-like,1388.0,DC,Giant,Demon Lord,1309.0,Giant,4022.0,1190.0,Super Speed,9308.0,Water Vortex,,0.64
Shadowy Dreadlord,Villain,Draconish,13017.0,116,230.0,58.0,White,2.0,White,,DC,Giant,Cult Leader,743.0,Alien,3542.0,,Super Speed,8817.0,Electric Surge,10101.0,0.83
Ginyu,Villain,Luminescent,4276.0,88,133.0,99.0,Glowing,0.0,Gold,1042.0,DC Comics,Muscular,Hero,1320.0,Kryptonian,2541.0,1200.0,Teleportation,3994.0,Grass Surge,,0.48
Ominous Demonspawn,Villain,Transparent,2893.0,64,175.0,116.0,Yellow,2.0,Silver,,DC Comics,Regular,Cult Leader,990.0,Human,4944.0,917.0,Time Manipulation,1678.0,Fireburst Cannon,,0.42
Malware Netherbyte,VIllain,Steel,13115.0,70,188.0,132.0,,,Blonde,760.0,DC Comics,Giant,Assassin,97.0,Kryptonian,1076.0,106.0,Super Strength,8414.0,Electric Surge,11000.0,0.58
Vile Necromancer,Villain,Luminescent,1382.0,59,171.0,80.0,Glowing,0.0,Purple,1267.0,DC Comics,Fat,Drunken,1221.0,Undead,2942.0,1110.0,Teleportation,,Water Vortex,,0.59
Anomalous Overlord,Villain,Normal,,68,142.0,66.0,,2.0,Brown,,DC,Slim,Cult Leader,890.0,Undead,2318.0,840.0,Super Speed,21.0,Eternal Firewave,10000.0,0.38
Savage Sorcerer,Villain,Stone,,102,165.0,25.0,Red,2.0,Fire-like,,DC,Muscular,Assassin,1315.0,Kryptonian,788.0,1196.0,Teleportation,462.0,Water Fury,10010.0,0.83
,,,,,,,,,,,,,,,,,,,,,,
Hacked Cyber-Demon,Villain,Transparent,3390.0,69,156.0,54.0,Yellow,1.0,Purple,1867.0,DC,Regular,Leader,1203.0,Human,4200.0,1094.0,Teleportation,1736.0,Grass blade,,0.59
Tweedledee & Tweedledum,Villain,Draconish,11446.0,564,755.0,58.0,White,0.0,Bald,1749.0,DC,Giant,Brewer,538.0,Giant,1638.0,538.0,Mind Reading,7903.0,Fire Fist,10101.0,0.62
Simon Hurt,VillaIn,Stone,10624.0,68,195.0,137.0,,0.0,Silver,775.0,DC Comics,Normal,Leader,945.0,Human,4011.0,892.0,Super Strength,7002.0,Water Fury,10010.0,0.67
Cursed Plaguebringer,VIllain,Wooden,9912.0,56,145.0,24.0,Pink,1.0,Blonde,4219.0,DC Comics,Slim,Warrior,83.0,Human,3650.0,,Flying,8856.0,Grass Surge,11010.0,0.76
Venom,VillaIn,Scaly,2417.0,119,175.0,106.0,,0.0,Green,951.0,DC Comics,Muscular,Arcanist,597.0,Saiyan,3180.0,597.0,Teleportation,1356.0,Grass Surge,,0.31
Green Goblin,VIllain,Steel,1438.0,86,205.0,95.0,Black,1.0,Purple,1241.0,DC,Athletic,Demon Lord,1204.0,Kryptonian,3903.0,1095.0,Time Manipulation,1014.0,Water Fury,,0.67
Makunouchi Ippo,Villain,Wooden,1631.0,63,197.0,76.0,Pink,2.0,White,1355.0,DC,Athletic,Demon Lord,732.0,Human,2200.0,704.0,Super Speed,1054.0,Water Fury,11010.0,0.82
Encrypted Cyber-Demon,Villain,Draconish,2439.0,,175.0,146.0,White,1.0,Gold,692.0,DC Comics,Athletic,Scientist,1266.0,Kryptonian,4613.0,1151.0,Teleportation,1764.0,Grass Tempest,10101.0,0.59
Genthru,VIllain,Draconish,11756.0,92,147.0,48.0,White,2.0,Gold,,DC,Slim,Brewer,1268.0,Undead,4918.0,1153.0,Teleportation,6009.0,Electric Nova,10101.0,0.89
Per Degaton,VIllain,Transparent,6931.0,659,814.0,106.0,,2.0,White,947.0,DC Comics,Regular,Brewer,759.0,Giant,3466.0,730.0,Super Strength,,Electric Storm,10111.0,0.54
Gog,Villain,Wooden,12654.0,700,878.0,65.0,Pink,,Gold,1657.0,DC,Giant,Demon Lord,1266.0,,740.0,1151.0,Super Speed,9604.0,Electric Surge,,0.86
Malevolent Doombringer,Villain,Stone,,100,169.0,135.0,Red,2.0,Gold,1024.0,DC Comics,Muscular,Leader,1313.0,Alien,3462.0,1194.0,Super Speed,667.0,Grass blade,10010.0,0.56
The Joker,Villain,Steel,14556.0,67,192.0,107.0,Black,0.0,White,947.0,DC Comics,Regular,Arcanist,743.0,Human,169.0,715.0,Time Manipulation,8281.0,Fire Fist,11000.0,0.53
Ominous Warlock,Villain,Stone,6412.0,74,159.0,131.0,Red,1.0,Blonde,,DC Comics,Fat,God,95.0,Human,3017.0,104.0,Flying,3370.0,Eternal Firewave,10010.0,0.39
Cyborg Superman,VillaIn,Scaly,8476.0,130,182.0,64.0,Blue,,Purple,1636.0,DC,Athletic,Drunken,1202.0,Saiyan,1527.0,1093.0,Teleportation,11952000.0,Grass Surge,10001.0,0.59
Blackout,Villain,Normal,2179.0,570,809.0,123.0,,0.0,Gold,833.0,DC Comics,Regular,Cult Leader,1294.0,Giant,3557.0,,Time Manipulation,1394.0,Electric Nova,10000.0,0.36
Encrypted Virus,Villain,Stone,13727.0,73,165.0,104.0,Red,0.0,White,,DC,Muscular,Captain,711.0,Kryptonian,3490.0,698.0,Super Speed,8290.0,Water Fury,10010.0,0.68
Dread Doombringer,Villain,Stone,6364.0,124,171.0,127.0,Red,,Blonde,825.0,DC,Athletic,Cult Leader,62.0,Kryptonian,762.0,69.0,Time Manipulation,4070.0,Fire Fist,10010.0,0.43
Dark Warlock,Villain,Wooden,8392.0,516,826.0,37.0,Pink,1.0,Silver,,Anime,Regular,Warrior,952.0,Giant,332.0,899.0,Flying,6982.0,Eternal Firewave,,0.76
Rogue Cyber-Demon,Villain,Transparent,15821.0,113,194.0,113.0,,2.0,Green,1013.0,Anime,Giant,Thief,597.0,Saiyan,4206.0,597.0,Super Speed,8613.0,Electric Surge,10111.0,0.61
Dread Lich,VIllain,Draconish,8839.0,119,169.0,52.0,White,2.0,Bald,2107.0,Anime,Muscular,Saviors,582.0,Kryptonian,2800.0,582.0,Mind Reading,5599.0,Water Gun,10101.0,0.88
The Celestials,VIllain,Wooden,6361.0,,875.0,145.0,Pink,0.0,Silver,,Anime,Giant,Scientist,934.0,,3798.0,882.0,Super Speed,3650.0,Grass Surge,,0.62
Shadowy Voidcaller,VIllain,Transparent,17314.0,,787.0,141.0,Yellow,1.0,Brown,727.0,Anime,Regular,Thief,894.0,Giant,1837.0,844.0,Time Manipulation,9324.0,Grass Surge,10111.0,0.59
Neon-Dark Cyber-Demon,VillaIn,Luminescent,11418.0,83,178.0,134.0,Glowing,1.0,Brown,,Anime,Normal,Leader,921.0,Human,1271.0,869.0,Teleportation,,Eternal Firewave,11111.0,0.49
Penguin,VIllain,Steel,6789.0,99,223.0,47.0,,2.0,Pink,2177.0,Anime,Muscular,Cult Leader,1031.0,Saiyan,4058.0,955.0,Time Manipulation,3620.0,Water Vortex,11000.0,0.89
Neon-Dark Overlord,Villain,Stone,8135.0,548,846.0,30.0,,2.0,Gold,3466.0,Anime,Regular,Scientist,1260.0,,4320.0,1146.0,Teleportation,3190.0,Electric Storm,10010.0,0.8
Decrypted AI Tyrant,VillaIn,Scaly,15548.0,604,813.0,66.0,,,Silver,1571.0,Anime,Regular,Leader,937.0,Giant,4299.0,884.0,Mind Reading,8789.0,Electric Surge,,0.58
Parasite,Villain,Metallic,,,177.0,146.0,Green,,Gold,703.0,Anime,Slim,Brewer,1271.0,Human,688.0,1156.0,Super Strength,391.0,Electric Storm,10011.0,0.45
Dread Warlock,VillaIn,Hairy,2134.0,116,242.0,137.0,Blood,2.0,Blonde,753.0,Anime,Muscular,Demon Lord,88.0,Alien,2382.0,,Flying,1075.0,Water Gun,10010.0,0.67
Virus Virus,VillaIn,Scaly,4953.0,,166.0,145.0,Blue,0.0,Bald,729.0,Anime,Athletic,Thief,534.0,Alien,3836.0,534.0,Super Strength,2650.0,Fireburst Cannon,,0.26
Bolt,Villain,Scaly,4704.0,68,121.0,91.0,,2.0,White,,Anime,Muscular,Demon Lord,698.0,Alien,3583.0,685.0,Teleportation,,Fireburst Cannon,,0.35
Felix Faust,VillaIn,Draconish,1675.0,131,157.0,126.0,White,2.0,Fire-like,,Anime,Giant,God,1310.0,Saiyan,649.0,1191.0,Teleportation,809.0,Water Fury,,0.75
Anomalous Dataphage,VIllain,Hairy,16392.0,56,154.0,52.0,Blood,2.0,Bald,1966.0,Anime,Regular,Leader,530.0,Undead,3913.0,530.0,Mind Reading,8047.0,Grass Surge,,0.85
Decrypted Cyber-Demon,VillaIn,Hairy,7397.0,64,176.0,38.0,,1.0,None,2652.0,Anime,Regular,Cult Leader,1174.0,Undead,2461.0,1068.0,Super Speed,5501.0,Eternal Firewave,10010.0,0.74
Talia al Ghul,VillaIn,Wooden,13714.0,125,176.0,93.0,Pink,,Blonde,,Anime,Giant,Hero,102.0,Alien,1218.0,111.0,Teleportation,6895.0,Eternal Firewave,11010.0,0.55
Green Goblin,VIllain,Steel,1438.0,86,205.0,95.0,Black,1.0,Purple,1241.0,DC,Athletic,Demon Lord,1204.0,Kryptonian,3903.0,1095.0,Time Manipulation,1014.0,Water Fury,,0.67
Hacked Neuro-Lancer,VillaIn,Wooden,1879.0,94,211.0,117.0,Pink,1.0,Purple,886.0,Anime,Giant,Scientist,1225.0,Alien,1047.0,1114.0,Time Manipulation,1159.0,Water Gun,11010.0,0.76
Malware Virus,VIllain,Luminescent,15611.0,,217.0,148.0,,0.0,Fire-like,,Anime,Athletic,Arcanist,1320.0,Kryptonian,2461.0,1200.0,Super Speed,,Electric Nova,,0.62
Corrupt AI Tyrant,VillaIn,Stone,2779.0,109,199.0,112.0,,,Fire-like,901.0,Anime,Athletic,Saviors,1316.0,Kryptonian,2037.0,1197.0,Mind Reading,1531.0,Electric Surge,,0.6
Hacked AI Tyrant,VillaIn,Metallic,7330.0,653,858.0,67.0,Green,0.0,Green,1495.0,Anime,Regular,God,597.0,Giant,4286.0,597.0,Super Strength,5481.0,Grass blade,10011.0,0.48
Encrypted Dataphage,Villain,Normal,15886.0,62,134.0,83.0,,2.0,Brown,,Anime,Regular,Leader,916.0,Undead,3504.0,865.0,Teleportation,,Fire Fist,,0.48
Blackheart,VIllain,Normal,7231.0,73,,80.0,Brown,1.0,Green,1255.0,Anime,Normal,Warrior,581.0,Human,2421.0,581.0,Teleportation,,Electric Nova,,0.42
Goku Black,Villain,Draconish,8946.0,52,171.0,58.0,White,1.0,Pink,1730.0,Anime,Regular,Thief,1017.0,Undead,4658.0,942.0,Super Strength,5695.0,Fire Fist,,0.68
Mole Man,VIllain,Luminescent,18662.0,,185.0,147.0,Glowing,0.0,Purple,821.0,Anime,Athletic,Assassin,1194.0,Kryptonian,391.0,1086.0,Super Speed,8445.0,Electric Nova,11111.0,0.64
Orochimaru,Villain,Transparent,6024.0,64,194.0,107.0,Yellow,,None,,Anime,Fat,Cult Leader,1184.0,Undead,4514.0,1077.0,Super Speed,7096000.0,Grass Tempest,10111.0,0.54
Malevolent Dreadlord,VIllain,Scaly,9544.0,107,304.0,45.0,Blue,1.0,Green,2252.0,Anime,Muscular,God,595.0,Alien,627.0,595.0,Flying,6163.0,Electric Nova,,0.59
Electro,Villain,Steel,10867.0,645,711.0,36.0,Black,0.0,Brown,2990.0,Anime,Giant,Saviors,874.0,Giant,370.0,825.0,Flying,6671.0,Grass blade,11000.0,0.72
Leland Owlsley,VIllain,Scaly,8168.0,115,192.0,90.0,Blue,2.0,Silver,1111.0,Anime,Muscular,Arcanist,976.0,Kryptonian,4206.0,904.0,Super Strength,5264.0,Electric Surge,10001.0,0.53
Krona,Villain,Steel,2361.0,125,198.0,32.0,Black,1.0,Pink,3172.0,Anime,Giant,God,1019.0,Kryptonian,882.0,944.0,Time Manipulation,1231.0,Eternal Firewave,11000.0,0.61
Savage Lich,VillaIn,Wooden,3856.0,95,151.0,88.0,Pink,1.0,White,1184.0,Anime,Normal,Leader,701.0,Alien,4184.0,688.0,Super Speed,,Water Gun,11010.0,0.77
The Beyonder,VIllain,Transparent,13223.0,85,162.0,45.0,,1.0,Fire-like,2252.0,Anime,Athletic,Hero,1312.0,Saiyan,3481.0,1193.0,Time Manipulation,8071.0,Water Gun,10111.0,0.85
High Evolutionary,VillaIn,Luminescent,7818.0,82,223.0,68.0,Glowing,0.0,Black,1495.0,Anime,Giant,Brewer,945.0,Alien,3384.0,892.0,Mind Reading,,Grass Tempest,11111.0,0.57
Gorilla Grodd,VIllain,Steel,17450.0,123,187.0,26.0,,2.0,Bald,,Anime,Athletic,Captain,563.0,Saiyan,775.0,563.0,Super Speed,,Eternal Firewave,,0.77
Doctor Psycho,Villain,Transparent,4316.0,58,176.0,77.0,Yellow,1.0,Black,1325.0,Anime,Fat,Saviors,974.0,Human,3807.0,902.0,Mind Reading,2908.0,Water Gun,10111.0,0.64
Cheshire,Villain,Stone,8963.0,695,769.0,68.0,Red,0.0,Blonde,1536.0,Anime,Regular,Leader,86.0,Giant,4657.0,,Time Manipulation,4712.0,Water Gun,,0.66
Orca,VIllain,Stone,10183.0,589,800.0,122.0,Red,1.0,Brown,826.0,Anime,Regular,Scientist,882.0,Giant,2076.0,833.0,Super Speed,6755.0,Fireburst Cannon,10010.0,0.5
Decrypted AI Tyrant,VillaIn,Scaly,15548.0,604,813.0,66.0,,,Silver,1571.0,Anime,Regular,Leader,937.0,Giant,4299.0,884.0,Mind Reading,8789.0,Electric Surge,,0.58
Plasmus,VIllain,Transparent,13518.0,74,192.0,72.0,Yellow,,Green,1399.0,Anime,Athletic,Drunken,598.0,,2912.0,598.0,Teleportation,,Water Fury,10111.0,0.74
Savage Voidcaller,Villain,Transparent,4764.0,96,216.0,81.0,,1.0,Gold,,Anime,Muscular,Mage,1270.0,Alien,2088.0,1155.0,Super Strength,3883.0,Grass blade,10111.0,0.52
The Anti-Monitor,Villain,Luminescent,5636.0,73,182.0,36.0,Glowing,2.0,Bald,2793.0,Anime,Athletic,Assassin,555.0,Alien,4797.0,555.0,Super Speed,3515.0,Grass Tempest,11111.0,0.66
Arlong,VIllain,Normal,4335.0,77,164.0,44.0,,0.0,Black,2309.0,Anime,Athletic,Demon Lord,973.0,Human,670.0,901.0,Super Speed,3403.0,Water Gun,,0.6
Ultra-Humanite,VillaIn,Metallic,6593.0,134,177.0,48.0,,0.0,Gold,2089.0,Anime,Giant,Cult Leader,1244.0,Kryptonian,4125.0,1131.0,Super Strength,,Water Fury,10011.0,0.71
Neferpitou,Villain,Metallic,8284.0,617,846.0,136.0,Green,2.0,Gold,836.0,Anime,Giant,Drunken,1212.0,Giant,134.0,1102.0,Mind Reading,5008.0,Grass Tempest,10011.0,0.53
Glitched Netherbyte,Villain,Draconish,12587.0,486,711.0,45.0,White,0.0,Silver,2239.0,Anime,Giant,Warrior,1010.0,Giant,934.0,936.0,Flying,6222.0,Electric Nova,10101.0,0.8
Decrypted Overlord,Villain,Luminescent,6314.0,,210.0,143.0,Glowing,2.0,Pink,,Anime,Muscular,Arcanist,1004.0,Kryptonian,3792.0,,Mind Reading,4009.0,Water Gun,11111.0,0.68
Cursed Doombringer,Villain,Hairy,3565.0,78,231.0,44.0,,0.0,Blonde,2329.0,Anime,Muscular,Saviors,65.0,Saiyan,1471.0,73.0,Flying,,Water Gun,10010.0,0.75
Scourge,Villain,Scaly,7302.0,83,207.0,73.0,,2.0,Pink,,Anime,Giant,Mage,1027.0,Alien,1493.0,951.0,Time Manipulation,4491.0,Water Vortex,10001.0,0.66
The Lizard,VillaIn,Draconish,17149.0,700,900.0,92.0,,1.0,Fire-like,1135.0,Anime,Regular,Thief,1300.0,Giant,3220.0,1182.0,Flying,8593.0,Fire Fist,,0.67
Franky,Villain,Hairy,1580.0,141,209.0,139.0,Blood,2.0,Brown,779.0,Anime,Giant,Brewer,887.0,Kryptonian,371.0,837.0,Time Manipulation,974.0,Electric Storm,,0.64
Corvus Glaive,VIllain,Luminescent,,120,196.0,75.0,Glowing,0.0,Black,1345.0,Anime,Athletic,Leader,977.0,Kryptonian,683.0,905.0,Super Strength,223.0,Fire Fist,,0.4
Zamasu,Villain,Transparent,7564.0,105,168.0,84.0,Yellow,0.0,Green,1192.0,Anime,Muscular,Cult Leader,629.0,Saiyan,3410.0,617.0,Super Strength,4613.0,Fire Fist,10111.0,0.38
Sinister Doombringer,VillaIn,Transparent,12699.0,50,159.0,112.0,Yellow,0.0,Brown,915.0,Anime,Slim,Captain,906.0,Undead,2439.0,855.0,Flying,6777.0,Grass Surge,10111.0,0.5
Thanos,Villain,Stone,14449.0,94,181.0,105.0,Red,,Blonde,957.0,Anime,Muscular,Brewer,82.0,Alien,2572.0,,Mind Reading,8427.0,Grass blade,,0.5
Hody Jones,Villain,Scaly,8715.0,655,847.0,99.0,Blue,1.0,None,1016.0,Anime,Giant,God,1152.0,Giant,4811.0,1048.0,Time Manipulation,4211.0,Water Gun,10001.0,0.58
Orochimaru,Villain,Transparent,6024.0,64,194.0,107.0,Yellow,,None,,Anime,Fat,Cult Leader,1184.0,Undead,4514.0,1077.0,Super Speed,7096000.0,Grass Tempest,10111.0,0.54
Shadowy Dark Mage,VIllain,Steel,,102,259.0,127.0,Black,1.0,Green,802.0,Anime,Normal,Mage,582.0,Alien,3728.0,582.0,Time Manipulation,,Fire Fist,,0.41
Wrath,VIllain,Hairy,12427.0,58,167.0,137.0,Blood,,None,747.0,Anime,Fat,Assassin,1144.0,Human,3686.0,1040.0,Super Speed,8183.0,Water Fury,10010.0,0.83
Mystique,Villain,Hairy,7272.0,78,125.0,102.0,,2.0,Purple,1018.0,Anime,Athletic,Warrior,1202.0,Alien,2172.0,1093.0,Mind Reading,4277.0,Electric Nova,10010.0,0.73
Absorbing Man,Villain,Scaly,2764.0,97,195.0,34.0,Blue,2.0,Silver,2997.0,Anime,Muscular,Leader,974.0,Alien,2797.0,902.0,Flying,1341.0,Fire Fist,10001.0,0.5
Neon-Dark AI Tyrant,VIllain,Stone,7023.0,85,179.0,49.0,Red,2.0,Bald,,Anime,Fat,Scientist,589.0,Human,1534.0,589.0,Super Speed,4036.0,Grass Surge,10010.0,0.7
Tattooed Man,Villain,Metallic,10140.0,69,274.0,76.0,Green,1.0,Purple,1323.0,Anime,Giant,Assassin,1178.0,Alien,1730.0,1071.0,Mind Reading,8401.0,Electric Storm,,0.59
Vile Warlock,VIllain,Hairy,5913.0,,171.0,147.0,,,Pink,689.0,Anime,Regular,Mage,1018.0,Undead,1517.0,943.0,Super Strength,3727.0,Grass Tempest,10010.0,12.6
Red Skull,Villain,Normal,6751.0,581,752.0,67.0,Brown,1.0,Bald,1598.0,Anime,Giant,Hero,514.0,Giant,641.0,514.0,Mind Reading,3928.0,Electric Nova,,0.47
Foolkiller,VillaIn,Normal,6152.0,82,201.0,41.0,Brown,2.0,Black,2479.0,Anime,Muscular,Warrior,947.0,Saiyan,4949.0,894.0,Super Speed,2803.0,Electric Nova,10000.0,0.6
Hacked Dataphage,Villain,Normal,15610.0,700,877.0,25.0,Brown,0.0,Gold,,Anime,Giant,Leader,1245.0,Giant,2125.0,,Flying,9301.0,Grass blade,10000.0,0.61
Angel Devil,VillaIn,Stone,9320.0,85,155.0,123.0,Red,0.0,Purple,836.0,Anime,Normal,Arcanist,1184.0,Alien,872.0,1077.0,Teleportation,6558.0,Grass Surge,10010.0,0.55
Rogue Shadowmind,Villain,Normal,,92,144.0,55.0,,2.0,Brown,1865.0,Anime,Giant,Arcanist,914.0,Saiyan,3554.0,863.0,Flying,393.0,Water Fury,10000.0,0.61
Vile Voidcaller,Villain,Stone,14554.0,106,182.0,98.0,Red,0.0,Green,1057.0,Anime,Giant,Hero,614.0,Kryptonian,4378.0,602.0,Flying,6839.0,Water Fury,10010.0,0.68
Neon-Dark Virus,VillaIn,Luminescent,13348.0,53,128.0,135.0,,,Purple,759.0,Anime,Regular,Mage,1222.0,Undead,147.0,1111.0,Super Strength,9035.0,Electric Nova,11111.0,0.67
